x,y
0.03778792862018375,1707137.7804608382
0.03778793037751115,3414275.5609216765
0.03778793213483855,3983321.487741956
0.037787933892165955,6828551.121843353
0.03778793564949336,10811872.652276522
0.03778793740682075,7966642.975483912
0.03778793916414815,18778515.58506922
0.037787940921475555,27883250.41419369
0.037787942678802956,34142755.609216765
0.03778794443613036,55766500.82838738
0.03778794619345776,52921271.19428599
0.03778794795078516,62595052.197390385
0.037787949708112556,44954628.21880208
0.03778795146543996,50645087.48700487
0.03778795322276736,57473638.60884822
0.03778795498009476,33004663.755576205
0.03778795673742216,30728480.048295088
0.037787958494749564,22192791.145990897
0.037787960252076966,22192791.145990897
0.03778796200940437,7397597.048663632
0.03778796376673177,6828551.148806224
0.037787965524059164,2845229.634101397
0.037787967281386566,2276183.707281118
0.03778796903871397,1707137.7804608382
0.03778797079604137,
